ACC_X;ACC_Y;ACC_Z;Timestamps;YYYY-MO-DD;HH-MI-SS_SSS
0.8248;0.9924;9.1662;17364;03/27/21;13:46:41:433
0.8056;0.984;9.0525;17382;03/27/21;13:46:41:451
0.6081;0.9541;9.2308;17403;03/27/21;13:46:41:472
0.5567;0.9038;9.3314;17423;03/27/21;13:46:41:492
0.5303;0.8511;9.3733;17443;03/27/21;13:46:41:512
0.6177;0.8751;9.2596;17464;03/27/21;13:46:41:533
0.7254;0.9062;8.9974;17482;03/27/21;13:46:41:551
0.741;0.8499;8.6718;17503;03/27/21;13:46:41:572
0.7051;0.9685;8.5269;17523;03/27/21;13:46:41:592
0.644;0.8787;8.5234;17543;03/27/21;13:46:41:612
0.4393;0.7518;8.746;17564;03/27/21;13:46:41:633
0.4238;0.6632;8.7053;17584;03/27/21;13:46:41:653
0.4573;0.7278;8.4647;17603;03/27/21;13:46:41:672
0.4836;0.735;8.3594;17623;03/27/21;13:46:41:692
0.4752;0.7123;8.3618;17643;03/27/21;13:46:41:712
0.4441;0.7386;8.3103;17663;03/27/21;13:46:41:732
0.4405;0.8811;8.1175;17684;03/27/21;13:46:41:753
0.4932;0.8368;8.0505;17704;03/27/21;13:46:41:773
0.3603;0.8571;8.2432;17724;03/27/21;13:46:41:793
0.395;0.8248;8.3414;17743;03/27/21;13:46:41:812
0.4489;0.8763;8.3773;17763;03/27/21;13:46:41:832
0.8523;0.9445;8.157;17783;03/27/21;13:46:41:852
0.6381;0.9804;8.2564;17803;03/27/21;13:46:41:872
0.6189;0.9301;8.4048;17824;03/27/21;13:46:41:893
0.5938;0.6237;8.5138;17844;03/27/21;13:46:41:913
0.5363;0.9206;8.7951;17863;03/27/21;13:46:41:932
0.4968;0.8978;8.8035;17883;03/27/21;13:46:41:952
0.4669;0.8894;9.1506;17904;03/27/21;13:46:41:973
0.5171;0.8811;9.0249;17924;03/27/21;13:46:41:993
0.5004;0.9433;9.4355;17943;03/27/21;13:46:42:012
0.4621;0.9505;9.4487;17963;03/27/21;13:46:42:032
0.5495;0.9457;9.7899;17983;03/27/21;13:46:42:052
0.6213;0.9697;9.9467;18003;03/27/21;13:46:42:072
0.6165;0.9924;10.2208;18024;03/27/21;13:46:42:093
0.6093;0.9397;10.343;18044;03/27/21;13:46:42:113
0.6009;0.8296;10.483;18063;03/27/21;13:46:42:132
0.583;0.8751;10.5129;18084;03/27/21;13:46:42:153
0.4693;0.8739;10.5321;18103;03/27/21;13:46:42:172
0.3938;0.905;10.641;18123;03/27/21;13:46:42:192
0.3484;0.8104;10.6997;18144;03/27/21;13:46:42:213
0.3687;0.8404;10.5417;18164;03/27/21;13:46:42:233
0.3867;0.8128;10.5046;18183;03/27/21;13:46:42:252
0.3591;0.832;10.5405;18203;03/27/21;13:46:42:272
0.2921;0.7626;10.6315;18223;03/27/21;13:46:42:292
0.2897;0.747;10.7715;18243;03/27/21;13:46:42:312
0.237;0.7482;10.9032;18264;03/27/21;13:46:42:333
0.1089;0.6907;11.4203;18283;03/27/21;13:46:42:352
0.085;0.6428;11.5209;18303;03/27/21;13:46:42:372
0.0934;0.5818;11.6657;18323;03/27/21;13:46:42:392
0.1604;0.5567;11.7519;18343;03/27/21;13:46:42:412
0.1844;0.5686;11.7615;18363;03/27/21;13:46:42:432
0.267;0.5926;11.825;18383;03/27/21;13:46:42:452
0.3232;0.6069;12.056;18403;03/27/21;13:46:42:472
0.3376;0.6728;12.1661;18423;03/27/21;13:46:42:492
0.3699;0.6823;12.2068;18443;03/27/21;13:46:42:512
0.4824;0.6548;12.2583;18463;03/27/21;13:46:42:532
0.5423;0.6668;12.2248;18483;03/27/21;13:46:42:552
0.4334;0.6668;12.317;18502;03/27/21;13:46:42:571
0.4214;0.6776;12.3122;18523;03/27/21;13:46:42:592
0.3926;0.6979;12.3505;18543;03/27/21;13:46:42:612
0.3651;0.7446;12.293;18563;03/27/21;13:46:42:632
0.3472;0.747;11.9938;18583;03/27/21;13:46:42:652
0.4046;0.7003;11.7268;18602;03/27/21;13:46:42:671
0.3938;0.6955;11.5652;18623;03/27/21;13:46:42:692
0.4274;0.7757;11.3689;18643;03/27/21;13:46:42:712
0.4226;0.7649;11.3186;18663;03/27/21;13:46:42:732
0.3531;0.7458;11.2372;18684;03/27/21;13:46:42:753
0.4489;0.7889;11.0684;18703;03/27/21;13:46:42:772
0.4142;0.7757;11.1211;18724;03/27/21;13:46:42:793
0.5219;0.8368;10.835;18743;03/27/21;13:46:42:812
0.6069;0.8799;10.4842;18763;03/27/21;13:46:42:832
0.6069;0.9134;10.3956;18783;03/27/21;13:46:42:852
0.5734;0.9086;10.2711;18804;03/27/21;13:46:42:873
0.5555;0.8547;10.0545;18824;03/27/21;13:46:42:893
0.5171;0.8416;9.9443;18843;03/27/21;13:46:42:912
0.5914;0.8775;9.5529;18864;03/27/21;13:46:42:933
0.5974;0.8523;9.0285;18882;03/27/21;13:46:42:951
0.5435;0.8368;8.7305;18903;03/27/21;13:46:42:972
0.5231;0.8966;8.3761;18924;03/27/21;13:46:42:993
0.5267;0.905;8.2684;18943;03/27/21;13:46:43:012
0.5662;0.8045;8.2337;18963;03/27/21;13:46:43:032
0.5806;0.759;8.2337;18983;03/27/21;13:46:43:052
0.5818;0.7147;8.0337;19003;03/27/21;13:46:43:072
0.583;0.7829;7.7057;19023;03/27/21;13:46:43:092
0.65;0.8368;7.2269;19043;03/27/21;13:46:43:112
0.65;0.8368;7.2269;19063;03/27/21;13:46:43:132
0.5794;0.6512;7.8733;19083;03/27/21;13:46:43:152
0.571;0.7446;8.0685;19103;03/27/21;13:46:43:172
0.6045;0.893;7.6914;19123;03/27/21;13:46:43:192
0.7733;0.9864;7.3358;19143;03/27/21;13:46:43:212
0.8739;1.1145;6.9552;19163;03/27/21;13:46:43:232
0.7302;1.0283;7.5585;19184;03/27/21;13:46:43:253
0.3352;1.2905;8.3282;19203;03/27/21;13:46:43:272
0.6045;1.4305;8.3701;19224;03/27/21;13:46:43:293
0.7147;1.488;8.3234;19243;03/27/21;13:46:43:312
0.6871;1.3396;9.1016;19264;03/27/21;13:46:43:333
0.6129;1.2749;9.335;19282;03/27/21;13:46:43:351
0.5519;1.2258;9.8019;19303;03/27/21;13:46:43:372
0.6105;1.2797;9.5589;19323;03/27/21;13:46:43:392
0.8332;1.4234;9.3039;19343;03/27/21;13:46:43:412
0.8535;1.6017;8.9603;19363;03/27/21;13:46:43:432
0.6907;1.834;8.6658;19383;03/27/21;13:46:43:452
0.6907;1.834;8.6658;19403;03/27/21;13:46:43:472
0.5578;1.7813;9.0764;19424;03/27/21;13:46:43:493
0.595;1.7669;9.1961;19443;03/27/21;13:46:43:512
0.6009;1.7945;9.2979;19463;03/27/21;13:46:43:532
0.5974;1.7645;9.3529;19483;03/27/21;13:46:43:552
0.6153;1.7514;9.3278;19503;03/27/21;13:46:43:572
0.6129;1.7633;9.4224;19522;03/27/21;13:46:43:591
0.6596;1.7777;9.4032;19543;03/27/21;13:46:43:612
0.7266;1.7406;9.3889;19564;03/27/21;13:46:43:633
0.7745;1.7705;9.256;19583;03/27/21;13:46:43:652
0.7817;1.7681;9.1901;19603;03/27/21;13:46:43:672
0.7602;1.7286;9.1099;19624;03/27/21;13:46:43:693
0.747;1.725;9.1028;19644;03/27/21;13:46:43:713
0.6512;1.6604;9.1231;19663;03/27/21;13:46:43:732
0.571;1.5646;9.1147;19683;03/27/21;13:46:43:752
0.4896;1.6017;8.9148;19703;03/27/21;13:46:43:772
0.4729;1.5227;8.6239;19723;03/27/21;13:46:43:792
0.5423;1.4593;8.4096;19743;03/27/21;13:46:43:812
0.5231;1.3755;8.1151;19763;03/27/21;13:46:43:832
0.51;1.0534;7.7333;19783;03/27/21;13:46:43:852
0.5878;1.0331;7.1491;19803;03/27/21;13:46:43:872
0.6201;1.0044;6.8534;19823;03/27/21;13:46:43:892
0.7338;0.838;6.4153;19843;03/27/21;13:46:43:912
0.8523;0.741;6.128;19863;03/27/21;13:46:43:932
0.7973;0.9062;5.9867;19883;03/27/21;13:46:43:952
0.82;1.0774;5.9233;19903;03/27/21;13:46:43:972
0.7578;1.1073;6.3961;19923;03/27/21;13:46:43:992
0.6536;1.1025;6.7109;19944;03/27/21;13:46:44:013
0.4752;1.2438;7.0054;19963;03/27/21;13:46:44:032
0.4453;1.6101;7.3909;19983;03/27/21;13:46:44:052
0.3783;1.5251;8.1882;20003;03/27/21;13:46:44:072
0.3376;1.3216;8.8645;20024;03/27/21;13:46:44:093
0.4489;1.3012;8.9747;20043;03/27/21;13:46:44:112
0.5794;1.4269;9.0884;20064;03/27/21;13:46:44:133
0.6393;1.5586;9.4774;20083;03/27/21;13:46:44:152
0.5997;1.4269;9.9228;20103;03/27/21;13:46:44:172
0.407;1.2893;10.574;20123;03/27/21;13:46:44:192
0.3807;1.2354;10.8409;20143;03/27/21;13:46:44:212
0.4094;1.1648;11.1749;20163;03/27/21;13:46:44:232
0.5231;1.3132;11.078;20183;03/27/21;13:46:44:252
0.6249;1.3264;10.9619;20203;03/27/21;13:46:44:272
0.6177;1.2965;10.9487;20223;03/27/21;13:46:44:292
0.68;1.3683;11.0145;20243;03/27/21;13:46:44:312
0.6476;1.4138;11.1438;20263;03/27/21;13:46:44:332
0.565;1.3827;11.3234;20283;03/27/21;13:46:44:352
0.4202;1.0391;12.0285;20304;03/27/21;13:46:44:373
0.2933;0.7518;12.6043;20323;03/27/21;13:46:44:392
0.3292;0.407;13.1537;20344;03/27/21;13:46:44:413
0.3292;0.407;13.1537;20363;03/27/21;13:46:44:432
0.3041;0.5507;12.7431;20384;03/27/21;13:46:44:453
0.3484;0.6931;12.2487;20403;03/27/21;13:46:44:472
0.492;0.7757;11.8453;20423;03/27/21;13:46:44:492
0.5806;0.7649;11.7292;20443;03/27/21;13:46:44:512
0.6213;0.7554;12.5827;20463;03/27/21;13:46:44:532
0.4657;0.4549;12.9215;20483;03/27/21;13:46:44:552
0.4262;0.3244;13.3453;20503;03/27/21;13:46:44:572
0.4154;0.2622;13.4973;20523;03/27/21;13:46:44:592
0.3903;0.2873;13.453;20542;03/27/21;13:46:44:611
0.3807;0.4705;13.0987;20563;03/27/21;13:46:44:632
0.31;0.7051;12.554;20583;03/27/21;13:46:44:652
0.3304;0.7661;12.4223;20603;03/27/21;13:46:44:672
0.3903;0.7123;12.572;20623;03/27/21;13:46:44:692
0.4226;0.6943;12.5624;20643;03/27/21;13:46:44:712
0.5471;0.6548;12.3948;20663;03/27/21;13:46:44:732
0.583;0.7219;12.2643;20683;03/27/21;13:46:44:752
0.6213;0.7147;12.0907;20703;03/27/21;13:46:44:772
0.6213;0.7147;12.0907;20723;03/27/21;13:46:44:792
0.6668;0.6548;11.7436;20742;03/27/21;13:46:44:811
0.6716;0.7207;10.981;20763;03/27/21;13:46:44:832
0.6476;0.814;10.4471;20783;03/27/21;13:46:44:852
0.516;0.7111;10.2891;20803;03/27/21;13:46:44:872
0.3567;0.5818;10.4758;20823;03/27/21;13:46:44:892
0.3639;0.5926;10.3394;20843;03/27/21;13:46:44:912
0.4106;0.7147;9.9383;20863;03/27/21;13:46:44:932
0.4537;0.8655;9.2404;20882;03/27/21;13:46:44:951
0.5028;0.7602;9.0956;20903;03/27/21;13:46:44:972
0.4752;0.5866;9.0884;20923;03/27/21;13:46:44:992
0.5124;0.5459;9.1578;20943;03/27/21;13:46:45:012
0.5171;0.662;8.6957;20963;03/27/21;13:46:45:032
0.5854;0.7039;8.4348;20982;03/27/21;13:46:45:051
0.6261;0.7242;8.1331;21003;03/27/21;13:46:45:072
0.6764;0.6273;8.0649;21023;03/27/21;13:46:45:092
0.6021;0.6644;7.9104;21043;03/27/21;13:46:45:112
0.6021;0.6644;7.9104;21063;03/27/21;13:46:45:132
0.7865;0.8691;7.1024;21083;03/27/21;13:46:45:152
0.7733;0.9433;6.948;21103;03/27/21;13:46:45:172
0.6943;0.826;7.1407;21123;03/27/21;13:46:45:192
0.7027;0.8236;7.1874;21143;03/27/21;13:46:45:212
0.7757;0.8715;7.1419;21163;03/27/21;13:46:45:232
0.8547;0.8595;7.0413;21183;03/27/21;13:46:45:252
0.7781;1.0127;6.9743;21203;03/27/21;13:46:45:272
0.6081;1.1791;7.4113;21223;03/27/21;13:46:45:292
0.486;1.2282;7.768;21243;03/27/21;13:46:45:312
0.4441;1.2546;8.3031;21263;03/27/21;13:46:45:332
0.5243;1.2462;8.4695;21283;03/27/21;13:46:45:352
0.6081;1.2234;8.6215;21303;03/27/21;13:46:45:372
0.6189;1.1815;9.086;21323;03/27/21;13:46:45:392
0.5938;1.2725;9.335;21343;03/27/21;13:46:45:412
0.6847;1.3396;9.3769;21363;03/27/21;13:46:45:432
0.9565;1.4054;9.1937;21384;03/27/21;13:46:45:453
1.087;1.5443;8.9579;21402;03/27/21;13:46:45:471
1.0786;1.6915;8.8178;21423;03/27/21;13:46:45:492
1.0056;1.7154;8.9208;21442;03/27/21;13:46:45:511
0.8691;1.6149;9.3206;21463;03/27/21;13:46:45:532
0.7506;1.4964;9.6235;21483;03/27/21;13:46:45:552
0.6165;1.5622;9.4786;21503;03/27/21;13:46:45:572
0.4154;1.6927;9.2991;21522;03/27/21;13:46:45:591
0.328;1.7669;9.1674;21543;03/27/21;13:46:45:612
0.2693;1.7382;9.2739;21563;03/27/21;13:46:45:632
0.3124;1.6975;9.5181;21583;03/27/21;13:46:45:652
0.3831;1.7933;9.4978;21603;03/27/21;13:46:45:672
0.5124;1.8687;9.1901;21623;03/27/21;13:46:45:692
0.5962;1.8914;9.0525;21643;03/27/21;13:46:45:712
0.6297;1.8459;9.1291;21663;03/27/21;13:46:45:732
0.6859;1.7418;9.5146;21683;03/27/21;13:46:45:752
0.5962;1.6759;9.7659;21703;03/27/21;13:46:45:772
0.6069;1.6508;9.6247;21723;03/27/21;13:46:45:792
0.5914;1.652;9.5313;21743;03/27/21;13:46:45:812
0.5686;1.6724;9.3266;21763;03/27/21;13:46:45:832
0.4453;1.7526;9.165;21783;03/27/21;13:46:45:852
0.4094;1.7334;9.0477;21803;03/27/21;13:46:45:872
0.419;1.7095;8.9759;21824;03/27/21;13:46:45:893
0.4657;1.658;8.7604;21843;03/27/21;13:46:45:912
0.4693;1.5299;8.5269;21863;03/27/21;13:46:45:932
0.4609;1.421;8.242;21884;03/27/21;13:46:45:953
0.4369;1.239;8.017;21902;03/27/21;13:46:45:971
0.4274;1.1779;7.6339;21923;03/27/21;13:46:45:992
0.4824;1.1444;7.0282;21943;03/27/21;13:46:46:012
0.5315;1.0008;6.6499;21964;03/27/21;13:46:46:033
0.5411;1.002;6.2321;21983;03/27/21;13:46:46:052
0.826;1.1013;6.0418;22003;03/27/21;13:46:46:072
1.1097;1.1899;6.1136;22023;03/27/21;13:46:46:092
1.1815;1.1612;6.2177;22043;03/27/21;13:46:46:112
1.0355;0.8308;6.8821;22063;03/27/21;13:46:46:132
0.7554;0.6979;7.4232;22083;03/27/21;13:46:46:152
0.7147;1.0546;7.3119;22103;03/27/21;13:46:46:172
0.5758;1.1205;7.4172;22123;03/27/21;13:46:46:192
0.4369;0.8607;8.0182;22142;03/27/21;13:46:46:211
0.2466;0.8691;8.5617;22163;03/27/21;13:46:46:232
0.2263;1.1049;8.4575;22183;03/27/21;13:46:46:252
0.4058;1.3479;8.3606;22203;03/27/21;13:46:46:272
0.5351;1.1971;8.6383;22222;03/27/21;13:46:46:291
0.5614;1.1193;8.8274;22243;03/27/21;13:46:46:312
0.486;0.8894;9.6881;22264;03/27/21;13:46:46:333
0.5327;0.844;10.416;22283;03/27/21;13:46:46:352
0.8511;1.075;10.2113;22303;03/27/21;13:46:46:372
1.0379;1.4305;9.7336;22322;03/27/21;13:46:46:391
0.9972;1.5024;9.8474;22343;03/27/21;13:46:46:412
0.8511;1.3324;10.5225;22363;03/27/21;13:46:46:432
0.7075;1.0104;11.4622;22383;03/27/21;13:46:46:452
0.5327;1.0427;11.7711;22403;03/27/21;13:46:46:472
0.6141;1.312;11.4658;22423;03/27/21;13:46:46:492
0.6548;1.4497;11.1965;22443;03/27/21;13:46:46:512
0.6596;1.7609;11.224;22463;03/27/21;13:46:46:532
0.7649;1.6963;12.0536;22483;03/27/21;13:46:46:552
0.7075;1.2809;13.2028;22502;03/27/21;13:46:46:571
0.6381;0.9409;13.8636;22523;03/27/21;13:46:46:592
0.492;0.838;14.0935;22543;03/27/21;13:46:46:612
0.4046;1.008;13.9402;22563;03/27/21;13:46:46:632
0.4142;1.0714;13.7942;22583;03/27/21;13:46:46:652
0.2765;1.172;13.775;22603;03/27/21;13:46:46:672
0.3855;1.0343;13.8612;22623;03/27/21;13:46:46:692
0.407;0.972;14.0169;22643;03/27/21;13:46:46:712
0.2131;0.735;14.4753;22663;03/27/21;13:46:46:732
0.1951;0.7195;14.5747;22683;03/27/21;13:46:46:752
0.4453;0.7446;14.0719;22702;03/27/21;13:46:46:771
0.6189;0.8045;13.5943;22723;03/27/21;13:46:46:792
0.6333;0.8859;13.3513;22743;03/27/21;13:46:46:812
0.7075;0.8966;13.0197;22763;03/27/21;13:46:46:832
0.8056;0.9744;12.9383;22783;03/27/21;13:46:46:852
0.8392;0.8918;12.6366;22804;03/27/21;13:46:46:873
0.7578;0.8092;12.5061;22823;03/27/21;13:46:46:892
0.9134;0.9254;11.3737;22844;03/27/21;13:46:46:913
0.9134;0.9254;11.3737;22863;03/27/21;13:46:46:932
0.8583;0.9792;10.8625;22883;03/27/21;13:46:46:952
0.7661;0.9637;10.4375;22903;03/27/21;13:46:46:972
0.7278;0.8918;10.4639;22923;03/27/21;13:46:46:992
0.7374;0.82;10.313;22943;03/27/21;13:46:47:012
0.8056;0.8691;9.7121;22963;03/27/21;13:46:47:032
0.8954;1.0582;8.8849;22982;03/27/21;13:46:47:051
0.844;1.1205;8.2959;23003;03/27/21;13:46:47:072
0.6297;1.0247;8.333;23024;03/27/21;13:46:47:093
0.6225;0.9972;8.3821;23043;03/27/21;13:46:47:112
0.6225;0.9972;8.3821;23064;03/27/21;13:46:47:133
0.6225;0.9972;8.3821;23083;03/27/21;13:46:47:152
0.6225;0.9972;8.3821;23103;03/27/21;13:46:47:172
0.8631;0.9266;8.1271;23123;03/27/21;13:46:47:192
0.7278;0.832;7.5932;23143;03/27/21;13:46:47:212
0.8068;0.8404;7.8338;23163;03/27/21;13:46:47:232
0.7877;0.8452;7.932;23182;03/27/21;13:46:47:251
0.7506;0.7889;7.8506;23203;03/27/21;13:46:47:272
0.8056;0.8212;6.7732;23223;03/27/21;13:46:47:292
0.8679;0.8332;6.6607;23243;03/27/21;13:46:47:312
0.923;0.8104;6.6092;23263;03/27/21;13:46:47:332
0.8823;0.9373;6.7864;23283;03/27/21;13:46:47:352
0.826;0.9505;6.7612;23303;03/27/21;13:46:47:372
0.9313;1.1887;6.6535;23323;03/27/21;13:46:47:392
0.917;1.221;6.8295;23343;03/27/21;13:46:47:412
0.8871;1.2953;7.5166;23363;03/27/21;13:46:47:432
0.7458;1.4712;8.2803;23384;03/27/21;13:46:47:453
0.6261;1.5191;8.6095;23403;03/27/21;13:46:47:472
0.6021;1.3683;9.0202;23423;03/27/21;13:46:47:492
0.6213;1.2809;9.3362;23443;03/27/21;13:46:47:512
0.5997;1.1696;9.6558;23463;03/27/21;13:46:47:532
0.6596;1.0499;9.8713;23483;03/27/21;13:46:47:552
0.9014;1.0606;9.6163;23503;03/27/21;13:46:47:572
1.0151;1.1025;9.262;23523;03/27/21;13:46:47:592
1.0654;1.1277;9.1482;23543;03/27/21;13:46:47:612
1.0104;1.3671;9.1494;23563;03/27/21;13:46:47:632
0.7171;1.7083;9.2452;23583;03/27/21;13:46:47:652
0.51;1.7968;9.4128;23603;03/27/21;13:46:47:672
0.3962;1.7968;9.4475;23623;03/27/21;13:46:47:692
0.3352;1.7657;9.5948;23643;03/27/21;13:46:47:712
0.3735;1.7214;9.5624;23663;03/27/21;13:46:47:732
0.504;1.658;9.5888;23683;03/27/21;13:46:47:752
0.6141;1.7154;9.4164;23703;03/27/21;13:46:47:772
0.6704;1.7573;9.1889;23723;03/27/21;13:46:47:792
0.729;1.7645;9.0968;23743;03/27/21;13:46:47:812
0.832;1.743;8.9699;23763;03/27/21;13:46:47:832
0.7805;1.5945;9.3996;23784;03/27/21;13:46:47:853
0.7219;1.6125;9.5122;23802;03/27/21;13:46:47:871
0.6656;1.6867;9.3948;23823;03/27/21;13:46:47:892
0.6476;1.6688;9.2787;23843;03/27/21;13:46:47:912
0.7147;1.6855;9.1183;23863;03/27/21;13:46:47:932
0.7949;1.6436;9.0106;23883;03/27/21;13:46:47:952
0.7614;1.6616;8.8777;23903;03/27/21;13:46:47:972
0.7302;1.6328;8.8741;23923;03/27/21;13:46:47:992
0.7326;1.4533;8.6814;23943;03/27/21;13:46:48:012
0.7901;1.3886;8.5413;23963;03/27/21;13:46:48:032
0.8631;1.3108;8.2983;23983;03/27/21;13:46:48:052
0.8643;1.1923;8.1738;24003;03/27/21;13:46:48:072
0.8068;1.148;7.9547;24023;03/27/21;13:46:48:092
0.893;1.1061;7.531;24043;03/27/21;13:46:48:112
0.9469;1.1085;7.0773;24063;03/27/21;13:46:48:132
0.8775;1.0989;6.6679;24083;03/27/21;13:46:48:152
0.7518;1.0487;7.2484;24103;03/27/21;13:46:48:172
0.5626;0.9254;7.337;24122;03/27/21;13:46:48:191
0.5064;0.8751;7.4208;24143;03/27/21;13:46:48:212
0.4429;0.9912;7.2784;24164;03/27/21;13:46:48:233
0.4429;0.9912;7.2784;24183;03/27/21;13:46:48:252
0.407;1.1959;6.8738;24203;03/27/21;13:46:48:272
0.407;1.1959;6.8738;24223;03/27/21;13:46:48:292
0.1425;1.1384;8.1726;24243;03/27/21;13:46:48:312
0.4884;1.5694;8.2408;24264;03/27/21;13:46:48:333
0.6297;1.7418;8.6419;24284;03/27/21;13:46:48:353
0.5734;1.7526;8.9938;24305;03/27/21;13:46:48:374
0.3376;1.7059;9.6726;24323;03/27/21;13:46:48:392
0.2322;1.5359;10.3441;24343;03/27/21;13:46:48:412
0.1903;1.5036;10.5872;24363;03/27/21;13:46:48:432
0.328;1.5443;10.7488;24383;03/27/21;13:46:48:452
0.68;1.6448;10.8002;24403;03/27/21;13:46:48:472
0.68;1.6448;10.8002;24425;03/27/21;13:46:48:494
0.48;1.6891;11.163;24442;03/27/21;13:46:48:511
0.3831;1.81;11.3437;24463;03/27/21;13:46:48:532
0.5064;1.7358;11.6143;24483;03/27/21;13:46:48:552
0.6141;1.7131;11.6765;24503;03/27/21;13:46:48:572
0.6608;1.6233;12.0273;24523;03/27/21;13:46:48:592
0.6656;1.5754;12.2296;24543;03/27/21;13:46:48:612
0.7219;1.506;12.6689;24563;03/27/21;13:46:48:632
0.7961;1.5167;13.3225;24583;03/27/21;13:46:48:652
0.7003;1.4281;13.9211;24603;03/27/21;13:46:48:672
0.6057;1.2953;14.3377;24623;03/27/21;13:46:48:692
0.6081;1.1923;14.4394;24643;03/27/21;13:46:48:712
0.6069;1.2234;14.4047;24664;03/27/21;13:46:48:733
0.8547;1.6197;13.234;24683;03/27/21;13:46:48:752
0.8894;1.7358;12.9682;24703;03/27/21;13:46:48:772
0.8775;1.7633;12.7587;24723;03/27/21;13:46:48:792
0.8583;1.6795;12.7874;24743;03/27/21;13:46:48:812
0.6979;1.4102;13.2268;24763;03/27/21;13:46:48:832
0.7362;1.2929;13.1047;24782;03/27/21;13:46:48:851
0.7422;1.4425;12.4307;24803;03/27/21;13:46:48:872
0.7494;1.4844;11.9806;24823;03/27/21;13:46:48:892
0.6464;1.5682;11.722;24843;03/27/21;13:46:48:912
0.6189;1.5191;11.4431;24863;03/27/21;13:46:48:932
0.656;1.4988;11.0038;24883;03/27/21;13:46:48:952
0.6632;1.4353;10.6554;24903;03/27/21;13:46:48:972
0.7434;1.3767;10.1861;24923;03/27/21;13:46:48:992
0.7566;1.318;9.8833;24943;03/27/21;13:46:49:012
0.8643;1.2641;9.1662;24963;03/27/21;13:46:49:032
0.6548;0.972;8.7712;24983;03/27/21;13:46:49:052
0.6345;0.899;8.8585;25003;03/27/21;13:46:49:072
0.6261;0.899;8.9938;25023;03/27/21;13:46:49:092
0.7649;0.8559;8.7424;25043;03/27/21;13:46:49:112
0.8068;0.8571;8.6718;25063;03/27/21;13:46:49:132
1.0068;0.8272;7.9428;25083;03/27/21;13:46:49:152
1.0068;0.8619;7.7069;25103;03/27/21;13:46:49:172
1.0068;0.8619;7.7069;25123;03/27/21;13:46:49:192
1.0068;0.8619;7.7069;25144;03/27/21;13:46:49:213
1.0068;0.8619;7.7069;25163;03/27/21;13:46:49:232
0.5938;0.8392;7.1132;25184;03/27/21;13:46:49:253
0.5938;0.8392;7.1132;25204;03/27/21;13:46:49:273
0.6297;0.917;6.8953;25223;03/27/21;13:46:49:292
0.6297;0.917;6.8953;25243;03/27/21;13:46:49:312
0.5842;1.008;6.9516;25263;03/27/21;13:46:49:332
0.4537;0.9948;7.3011;25282;03/27/21;13:46:49:351
0.5004;1.0139;7.3251;25304;03/27/21;13:46:49:373
0.5004;1.0139;7.3251;25324;03/27/21;13:46:49:393
0.5004;1.0139;7.3251;25344;03/27/21;13:46:49:413
0.5004;1.0139;7.3251;25363;03/27/21;13:46:49:432
0.5207;1.1313;7.4148;25383;03/27/21;13:46:49:452
0.4956;1.5083;9.3494;25403;03/27/21;13:46:49:472
0.498;1.1875;9.8904;25423;03/27/21;13:46:49:492
0.4992;1.0642;10.1047;25443;03/27/21;13:46:49:512
0.6955;1.0451;9.9862;25464;03/27/21;13:46:49:533
0.8487;1.2869;9.4415;25484;03/27/21;13:46:49:553
0.9481;1.5718;8.9615;25503;03/27/21;13:46:49:572
0.826;1.646;9.1255;25524;03/27/21;13:46:49:593
0.7242;1.658;9.2799;25543;03/27/21;13:46:49:612
0.431;1.6269;9.6343;25563;03/27/21;13:46:49:632
0.1688;1.6269;9.8043;25584;03/27/21;13:46:49:653
0.1652;1.6795;9.7013;25603;03/27/21;13:46:49:672
0.2861;1.7095;9.5337;25623;03/27/21;13:46:49:692
0.3711;1.7059;9.5158;25643;03/27/21;13:46:49:712
0.5004;1.6269;9.4954;25663;03/27/21;13:46:49:732
0.6476;1.5981;9.4284;25683;03/27/21;13:46:49:752
0.7326;1.6269;9.4128;25703;03/27/21;13:46:49:772
0.808;1.6101;9.432;25723;03/27/21;13:46:49:792
0.8823;1.5311;9.4296;25743;03/27/21;13:46:49:812
0.8535;1.4293;9.4535;25763;03/27/21;13:46:49:832
0.8356;1.4353;9.4918;25783;03/27/21;13:46:49:852
0.7434;1.4473;9.432;25803;03/27/21;13:46:49:872
0.6895;1.5024;9.2033;25823;03/27/21;13:46:49:892
0.6428;1.5071;9.1351;25843;03/27/21;13:46:49:912
0.5734;1.4796;8.916;25864;03/27/21;13:46:49:933
0.6177;1.4712;8.424;25883;03/27/21;13:46:49:952
0.644;1.3815;8.2803;25903;03/27/21;13:46:49:972
0.6716;1.2929;8.1547;25923;03/27/21;13:46:49:992
0.68;1.2234;8.0589;25943;03/27/21;13:46:50:012
0.6692;1.0678;7.8542;25963;03/27/21;13:46:50:032
0.7853;1.0786;7.1239;25983;03/27/21;13:46:50:052
0.8894;1.1432;6.5517;26003;03/27/21;13:46:50:072
0.9529;1.0977;6.5074;26023;03/27/21;13:46:50:092
0.7602;0.929;7.0186;26043;03/27/21;13:46:50:112
0.6321;0.808;7.3155;26063;03/27/21;13:46:50:132
0.5303;0.8966;6.9228;26083;03/27/21;13:46:50:152
0.6189;1.0163;6.6487;26103;03/27/21;13:46:50:172
0.5866;1.081;6.5553;26123;03/27/21;13:46:50:192
0.4657;1.1863;6.6391;26142;03/27/21;13:46:50:211
